fid,PSGC_CODE,REGION,PROVINCE,CITY/MUNICIPALITY,BARANGAY,OFFICE,PSGC
32228,"0907212022",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,12_RIZAL,022_WEST POBLACION,072_ZAMBOANGA DEL NORTE,"07212022"
32229,"0907213001",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,001_BACONG,072_ZAMBOANGA DEL NORTE,"07213001"
32230,"0907213002",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,002_BALAKAN,072_ZAMBOANGA DEL NORTE,"07213002"
32231,"0907213004",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,004_BINONI,072_ZAMBOANGA DEL NORTE,"07213004"
32232,"0907213006",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,006_CALUCAP,072_ZAMBOANGA DEL NORTE,"07213006"
32233,"0907213007",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,007_CANAWAN,072_ZAMBOANGA DEL NORTE,"07213007"
32234,"0907213008",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,008_CARACOL,072_ZAMBOANGA DEL NORTE,"07213008"
32235,"0907213009",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,009_DANAO,072_ZAMBOANGA DEL NORTE,"07213009"
32236,"0907213010",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,010_DINOAN,072_ZAMBOANGA DEL NORTE,"07213010"
32237,"0907213011",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,011_DIPOLOD,072_ZAMBOANGA DEL NORTE,"07213011"
32238,"0907213013",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,013_FATIMA,072_ZAMBOANGA DEL NORTE,"07213013"
32239,"0907213015",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,015_LIGUAC,072_ZAMBOANGA DEL NORTE,"07213015"
32240,"0907213017",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,017_LIPAKAN,072_ZAMBOANGA DEL NORTE,"07213017"
32241,"0907213019",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,019_MUCAS,072_ZAMBOANGA DEL NORTE,"07213019"
32242,"0907213020",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,020_POBLACION,072_ZAMBOANGA DEL NORTE,"07213020"
32243,"0907213021",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,021_RAMON MAGSAYSAY,072_ZAMBOANGA DEL NORTE,"07213021"
32244,"0907213027",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,027_TAMBALANG,072_ZAMBOANGA DEL NORTE,"07213027"
32245,"0907213028",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,028_TAPALAN,072_ZAMBOANGA DEL NORTE,"07213028"
32246,"0907213031",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,031_IPILAN,072_ZAMBOANGA DEL NORTE,"07213031"
32247,"0907213032",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,032_LANAWAN,072_ZAMBOANGA DEL NORTE,"07213032"
32248,"0907213035",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,035_PUKAY,072_ZAMBOANGA DEL NORTE,"07213035"
32249,"0907213036",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,036_SANTO NIÑO,072_ZAMBOANGA DEL NORTE,"07213036"
32250,"0907213037",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,037_PACUHAN,072_ZAMBOANGA DEL NORTE,"07213037"
32251,"0907213038",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,13_SALUG,038_POBLACION EAST,072_ZAMBOANGA DEL NORTE,"07213038"
32252,"0907214001",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,001_ANTONINO,072_ZAMBOANGA DEL NORTE,"07214001"
32253,"0907214002",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,002_BAGONG BAGUIO,072_ZAMBOANGA DEL NORTE,"07214002"
32254,"0907214003",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,003_BAGUMBAYAN,072_ZAMBOANGA DEL NORTE,"07214003"
32255,"0907214004",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,004_BIAYON,072_ZAMBOANGA DEL NORTE,"07214004"
32256,"0907214005",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,005_BUENAVISTA,072_ZAMBOANGA DEL NORTE,"07214005"
32257,"0907214006",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,006_DAMPALAN,072_ZAMBOANGA DEL NORTE,"07214006"
32258,"0907214007",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,007_DANAO,072_ZAMBOANGA DEL NORTE,"07214007"
32259,"0907214008",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,008_DON ELENO,072_ZAMBOANGA DEL NORTE,"07214008"
32260,"0907214009",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,009_KAUSWAGAN,072_ZAMBOANGA DEL NORTE,"07214009"
32261,"0907214010",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,010_LABIRAY,072_ZAMBOANGA DEL NORTE,"07214010"
32262,"0907214011",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,011_LIWANAG,072_ZAMBOANGA DEL NORTE,"07214011"
32263,"0907214012",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,012_MABUHAY,072_ZAMBOANGA DEL NORTE,"07214012"
32264,"0907214013",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,013_MACALIBRE,072_ZAMBOANGA DEL NORTE,"07214013"
32265,"0907214014",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,014_MAHAYAHAY,072_ZAMBOANGA DEL NORTE,"07214014"
32266,"0907214015",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,015_MARAPONG,072_ZAMBOANGA DEL NORTE,"07214015"
32267,"0907214016",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,016_NAZARETH,072_ZAMBOANGA DEL NORTE,"07214016"
32268,"0907214017",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,017_NEBO,072_ZAMBOANGA DEL NORTE,"07214017"
32269,"0907214018",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,018_NEW RIZAL,072_ZAMBOANGA DEL NORTE,"07214018"
32270,"0907214019",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,019_NEW TANGUB,072_ZAMBOANGA DEL NORTE,"07214019"
32271,"0907214020",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,020_NUEVAVISTA,072_ZAMBOANGA DEL NORTE,"07214020"
32272,"0907214021",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,021_PEDAGAN,072_ZAMBOANGA DEL NORTE,"07214021"
32273,"0907214022",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,022_PENACIO,072_ZAMBOANGA DEL NORTE,"07214022"
32274,"0907214023",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,023_POBLACION ALTO,072_ZAMBOANGA DEL NORTE,"07214023"
32275,"0907214024",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,024_POBLACION BAJO,072_ZAMBOANGA DEL NORTE,"07214024"
32276,"0907214026",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,026_PRINCESA LAMAYA,072_ZAMBOANGA DEL NORTE,"07214026"
32277,"0907214027",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,027_PRINCESA FRESHIA,072_ZAMBOANGA DEL NORTE,"07214027"
32278,"0907214028",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,028_SAN ANTONIO,072_ZAMBOANGA DEL NORTE,"07214028"
32279,"0907214029",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,029_SAN FRANCISCO,072_ZAMBOANGA DEL NORTE,"07214029"
32280,"0907214030",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,030_SAN ISIDRO,072_ZAMBOANGA DEL NORTE,"07214030"
32281,"0907214031",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,031_SAN JOSE,072_ZAMBOANGA DEL NORTE,"07214031"
32282,"0907214032",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,032_SAN JUAN,072_ZAMBOANGA DEL NORTE,"07214032"
32283,"0907214033",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,033_SINAAD,072_ZAMBOANGA DEL NORTE,"07214033"
32284,"0907214034",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,034_SINAI,072_ZAMBOANGA DEL NORTE,"07214034"
32285,"0907214035",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,035_SITUBO,072_ZAMBOANGA DEL NORTE,"07214035"
32286,"0907214036",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,036_TINAGO,072_ZAMBOANGA DEL NORTE,"07214036"
32287,"0907214037",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,037_TININDUGAN,072_ZAMBOANGA DEL NORTE,"07214037"
32288,"0907214038",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,038_TUBURAN,072_ZAMBOANGA DEL NORTE,"07214038"
32289,"0907214039",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,039_VENUS,072_ZAMBOANGA DEL NORTE,"07214039"
32290,"0907214040",09_REGION IX (ZAMBOANGA PENINSULA),072_ZAMBOANGA DEL NORTE,14_SERGIO OSMEÑA SR.,040_WILBEN,072_ZAMBOANGA DEL NORTE,"07214040"
