fid,PSGC_CODE,REGION,PROVINCE,CITY/MUNICIPALITY,BARANGAY,OFFICE,PSGC
165,"1380100165",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,165_BARANGAY 165,801_NCR IV,"80100165"
166,"1380100166",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,166_BARANGAY 166,801_NCR IV,"80100166"
167,"1380100167",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,167_BARANGAY 167,801_NCR IV,"80100167"
168,"1380100168",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,168_BARANGAY 168,801_NCR IV,"80100168"
169,"1380100169",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,169_BARANGAY 169,801_NCR IV,"80100169"
170,"1380100170",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,170_BARANGAY 170,801_NCR IV,"80100170"
171,"1380100171",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,171_BARANGAY 171,801_NCR IV,"80100171"
172,"1380100172",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,172_BARANGAY 172,801_NCR IV,"80100172"
173,"1380100173",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,173_BARANGAY 173,801_NCR IV,"80100173"
174,"1380100174",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,174_BARANGAY 174,801_NCR IV,"80100174"
175,"1380100175",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,175_BARANGAY 175,801_NCR IV,"80100175"
176,"1380100176",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,176_BARANGAY 176,801_NCR IV,"80100176"
177,"1380100177",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,177_BARANGAY 177,801_NCR IV,"80100177"
178,"1380100178",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,178_BARANGAY 178,801_NCR IV,"80100178"
179,"1380100179",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,179_BARANGAY 179,801_NCR IV,"80100179"
180,"1380100180",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,180_BARANGAY 180,801_NCR IV,"80100180"
181,"1380100181",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,181_BARANGAY 181,801_NCR IV,"80100181"
182,"1380100182",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,182_BARANGAY 182,801_NCR IV,"80100182"
183,"1380100183",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,183_BARANGAY 183,801_NCR IV,"80100183"
184,"1380100184",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,184_BARANGAY 184,801_NCR IV,"80100184"
185,"1380100185",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,185_BARANGAY 185,801_NCR IV,"80100185"
186,"1380100186",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,186_BARANGAY 186,801_NCR IV,"80100186"
187,"1380100187",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,187_BARANGAY 187,801_NCR IV,"80100187"
188,"1380100188",13_NATIONAL CAPITAL REGION (NCR),801_CITY OF CALOOCAN,00_CITY OF CALOOCAN,188_BARANGAY 188,801_NCR IV,"80100188"
189,"1380200001",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,001_ALMANZA UNO,802_NCR V,"80200001"
190,"1380200002",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,002_DANIEL FAJARDO,802_NCR V,"80200002"
191,"1380200003",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,003_ELIAS ALDANA,802_NCR V,"80200003"
192,"1380200004",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,004_ILAYA,802_NCR V,"80200004"
193,"1380200005",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,005_MANUYO UNO,802_NCR V,"80200005"
194,"1380200006",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,006_PAMPLONA UNO,802_NCR V,"80200006"
195,"1380200007",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,007_PULANG LUPA UNO,802_NCR V,"80200007"
196,"1380200008",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,008_TALON UNO,802_NCR V,"80200008"
197,"1380200009",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,009_ZAPOTE,802_NCR V,"80200009"
198,"1380200010",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,010_ALMANZA DOS,802_NCR V,"80200010"
199,"1380200011",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,011_B. F. INTERNATIONAL VILLAGE,802_NCR V,"80200011"
200,"1380200012",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,012_MANUYO DOS,802_NCR V,"80200012"
201,"1380200013",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,013_PAMPLONA DOS,802_NCR V,"80200013"
202,"1380200014",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,014_PAMPLONA TRES,802_NCR V,"80200014"
203,"1380200015",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,015_PILAR,802_NCR V,"80200015"
204,"1380200016",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,016_PULANG LUPA DOS,802_NCR V,"80200016"
205,"1380200017",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,017_TALON DOS,802_NCR V,"80200017"
206,"1380200018",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,018_TALON TRES,802_NCR V,"80200018"
207,"1380200019",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,019_TALON KUATRO,802_NCR V,"80200019"
208,"1380200020",13_NATIONAL CAPITAL REGION (NCR),802_CITY OF LAS PIÑAS,00_CITY OF LAS PIÑAS,020_TALON SINGKO,802_NCR V,"80200020"
209,"1380300001",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,001_BANGKAL,803_NCR III,"80300001"
210,"1380300002",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,002_BEL-AIR,803_NCR III,"80300002"
211,"1380300005",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,005_CARMONA,803_NCR III,"80300005"
212,"1380300006",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,006_DASMARIÑAS,803_NCR III,"80300006"
213,"1380300008",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,008_FORBES PARK,803_NCR III,"80300008"
214,"1380300009",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,009_GUADALUPE NUEVO,803_NCR III,"80300009"
215,"1380300010",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,010_GUADALUPE VIEJO,803_NCR III,"80300010"
216,"1380300011",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,011_KASILAWAN,803_NCR III,"80300011"
217,"1380300012",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,012_LA PAZ,803_NCR III,"80300012"
218,"1380300013",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,013_MAGALLANES,803_NCR III,"80300013"
219,"1380300014",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,014_OLYMPIA,803_NCR III,"80300014"
220,"1380300015",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,015_PALANAN,803_NCR III,"80300015"
221,"1380300017",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,017_PINAGKAISAHAN,803_NCR III,"80300017"
222,"1380300018",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,018_PIO DEL PILAR,803_NCR III,"80300018"
223,"1380300020",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,020_POBLACION,803_NCR III,"80300020"
224,"1380300023",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,023_SAN ANTONIO,803_NCR III,"80300023"
225,"1380300024",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,024_SAN ISIDRO,803_NCR III,"80300024"
226,"1380300025",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,025_SAN LORENZO,803_NCR III,"80300025"
227,"1380300026",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,026_SANTA CRUZ,803_NCR III,"80300026"
228,"1380300027",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,027_SINGKAMAS,803_NCR III,"80300027"
229,"1380300029",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,029_TEJEROS,803_NCR III,"80300029"
230,"1380300030",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,030_URDANETA,803_NCR III,"80300030"
231,"1380300031",13_NATIONAL CAPITAL REGION (NCR),803_CITY OF MAKATI,00_CITY OF MAKATI,031_VALENZUELA,803_NCR III,"80300031"
232,"1380400001",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,001_ACACIA,804_NCR IV,"80400001"
233,"1380400002",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,002_BARITAN,804_NCR IV,"80400002"
234,"1380400003",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,003_BAYAN-BAYANAN,804_NCR IV,"80400003"
235,"1380400004",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,004_CATMON,804_NCR IV,"80400004"
236,"1380400005",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,005_CONCEPCION,804_NCR IV,"80400005"
237,"1380400006",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,006_DAMPALIT,804_NCR IV,"80400006"
238,"1380400007",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,007_FLORES,804_NCR IV,"80400007"
239,"1380400008",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,008_HULONG DUHAT,804_NCR IV,"80400008"
240,"1380400009",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,009_IBABA,804_NCR IV,"80400009"
241,"1380400010",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,010_LONGOS,804_NCR IV,"80400010"
242,"1380400011",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,011_MAYSILO,804_NCR IV,"80400011"
243,"1380400012",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,012_MUZON,804_NCR IV,"80400012"
244,"1380400013",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,013_NIUGAN,804_NCR IV,"80400013"
245,"1380400014",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,014_PANGHULO,804_NCR IV,"80400014"
246,"1380400015",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,015_POTRERO,804_NCR IV,"80400015"
247,"1380400016",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,016_SAN AGUSTIN,804_NCR IV,"80400016"
248,"1380400017",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,017_SANTOLAN,804_NCR IV,"80400017"
249,"1380400018",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,018_TAÑONG,804_NCR IV,"80400018"
250,"1380400019",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,019_TINAJEROS,804_NCR IV,"80400019"
251,"1380400020",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,020_TONSUYA,804_NCR IV,"80400020"
252,"1380400021",13_NATIONAL CAPITAL REGION (NCR),804_CITY OF MALABON,00_CITY OF MALABON,021_TUGATOG,804_NCR IV,"80400021"
253,"1380500001",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,001_ADDITION HILLS,805_NCR I,"80500001"
254,"1380500002",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,002_BAGONG SILANG,805_NCR I,"80500002"
255,"1380500003",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,003_BARANGKA DRIVE,805_NCR I,"80500003"
256,"1380500004",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,004_BARANGKA IBABA,805_NCR I,"80500004"
257,"1380500005",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,005_BARANGKA ILAYA,805_NCR I,"80500005"
258,"1380500006",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,006_BARANGKA ITAAS,805_NCR I,"80500006"
259,"1380500007",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,007_BUROL,805_NCR I,"80500007"
260,"1380500008",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,008_BUAYANG BATO,805_NCR I,"80500008"
261,"1380500009",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,009_DAANG BAKAL,805_NCR I,"80500009"
262,"1380500010",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,010_HAGDANG BATO ITAAS,805_NCR I,"80500010"
263,"1380500011",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,011_HAGDANG BATO LIBIS,805_NCR I,"80500011"
264,"1380500012",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,012_HARAPIN ANG BUKAS,805_NCR I,"80500012"
265,"1380500013",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,013_HIGHWAY HILLS,805_NCR I,"80500013"
266,"1380500014",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,014_HULO,805_NCR I,"80500014"
267,"1380500015",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,015_MABINI-J. RIZAL,805_NCR I,"80500015"
268,"1380500016",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,016_MALAMIG,805_NCR I,"80500016"
269,"1380500017",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,017_MAUWAY,805_NCR I,"80500017"
270,"1380500018",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,018_NAMAYAN,805_NCR I,"80500018"
271,"1380500019",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,019_NEW ZAÑIGA,805_NCR I,"80500019"
272,"1380500020",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,020_OLD ZAÑIGA,805_NCR I,"80500020"
273,"1380500021",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,021_PAG-ASA,805_NCR I,"80500021"
274,"1380500022",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,022_PLAINVIEW,805_NCR I,"80500022"
275,"1380500023",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,023_PLEASANT HILLS,805_NCR I,"80500023"
276,"1380500024",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,024_POBLACION,805_NCR I,"80500024"
277,"1380500025",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,025_SAN JOSE,805_NCR I,"80500025"
278,"1380500026",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,026_VERGARA,805_NCR I,"80500026"
279,"1380500027",13_NATIONAL CAPITAL REGION (NCR),805_CITY OF MANDALUYONG,00_CITY OF MANDALUYONG,027_WACK-WACK GREENHILLS,805_NCR I,"80500027"
280,"1380601001",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,001_BARANGAY 1,806_NCR I,"80601001"
281,"1380601002",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,002_BARANGAY 2,806_NCR I,"80601002"
282,"1380601003",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,003_BARANGAY 3,806_NCR I,"80601003"
283,"1380601004",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,004_BARANGAY 4,806_NCR I,"80601004"
284,"1380601005",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,005_BARANGAY 5,806_NCR I,"80601005"
285,"1380601006",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,006_BARANGAY 6,806_NCR I,"80601006"
286,"1380601007",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,007_BARANGAY 7,806_NCR I,"80601007"
287,"1380601008",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,008_BARANGAY 8,806_NCR I,"80601008"
288,"1380601009",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,009_BARANGAY 9,806_NCR I,"80601009"
289,"1380601010",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,010_BARANGAY 10,806_NCR I,"80601010"
290,"1380601011",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,011_BARANGAY 11,806_NCR I,"80601011"
291,"1380601012",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,012_BARANGAY 12,806_NCR I,"80601012"
292,"1380601013",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,013_BARANGAY 13,806_NCR I,"80601013"
293,"1380601014",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,014_BARANGAY 14,806_NCR I,"80601014"
294,"1380601015",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,015_BARANGAY 15,806_NCR I,"80601015"
295,"1380601016",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,016_BARANGAY 16,806_NCR I,"80601016"
296,"1380601017",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,017_BARANGAY 17,806_NCR I,"80601017"
297,"1380601018",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,018_BARANGAY 18,806_NCR I,"80601018"
298,"1380601019",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,019_BARANGAY 19,806_NCR I,"80601019"
299,"1380601020",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,020_BARANGAY 20,806_NCR I,"80601020"
300,"1380601025",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,025_BARANGAY 25,806_NCR I,"80601025"
301,"1380601026",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,026_BARANGAY 26,806_NCR I,"80601026"
302,"1380601028",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,028_BARANGAY 28,806_NCR I,"80601028"
303,"1380601029",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,029_BARANGAY 29,806_NCR I,"80601029"
304,"1380601030",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,030_BARANGAY 30,806_NCR I,"80601030"
305,"1380601031",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,031_BARANGAY 31,806_NCR I,"80601031"
306,"1380601032",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,032_BARANGAY 32,806_NCR I,"80601032"
307,"1380601033",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,033_BARANGAY 33,806_NCR I,"80601033"
308,"1380601034",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,034_BARANGAY 34,806_NCR I,"80601034"
309,"1380601035",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,035_BARANGAY 35,806_NCR I,"80601035"
310,"1380601036",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,036_BARANGAY 36,806_NCR I,"80601036"
311,"1380601037",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,037_BARANGAY 37,806_NCR I,"80601037"
312,"1380601038",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,038_BARANGAY 38,806_NCR I,"80601038"
313,"1380601039",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,039_BARANGAY 39,806_NCR I,"80601039"
314,"1380601041",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,041_BARANGAY 41,806_NCR I,"80601041"
315,"1380601042",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,042_BARANGAY 42,806_NCR I,"80601042"
316,"1380601043",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,043_BARANGAY 43,806_NCR I,"80601043"
317,"1380601044",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,044_BARANGAY 44,806_NCR I,"80601044"
318,"1380601045",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,045_BARANGAY 45,806_NCR I,"80601045"
319,"1380601046",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,046_BARANGAY 46,806_NCR I,"80601046"
320,"1380601047",13_NATIONAL CAPITAL REGION (NCR),"806_NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",01_TONDO I AND II,047_BARANGAY 47,806_NCR I,"80601047"
